"tp_title","tpf_title","tcd_title","nwp_tc_id","nwp_title","val_env","automation","nwp_cmd","dmr_cmd","all_dmr_cmds","tr_count","dmr_tr_date"
"[NWP PM] P-State / HWP (PNC Core)","Pstate Legacy","Legacy Pstate Solar","22022422242","[Solar] P-States-Legacy-P0_Pn_random","virtual_platform","yes","/usr/bin/solar/solar.sh /pstate -gvpoints P0..Pn -r /logpath .","solar","solar","4","2025-07-16"
"[NWP PM] P-State / HWP (PNC Core)","Pstate Legacy","Legacy Pstate TSC accuracy, PCNT, ACNT, MCNT","22022422250","Legacy Pstate TSC accuracy, PCNT, ACNT, MCNT_silicon","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p pstates_check -tM 6","pm.pmutils.pstatesDebug.POcheckout.check_counters","pm.pmutils.pstatesDebug.POcheckout.check_counters | thermalManagement.py","2","2025-08-26"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-Core ICCP","ICCP: License request and grant flow","22022422262","ICCP:  AMX License request and grant flow","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p turbo -tM 60","python3 /usr/lib/python3/dist-packages/diamondrapids/pm/pmx/runPmx.py -x dmr.xml -p turbo -tM 60","python3 /usr/lib/python3/dist-packages/diamondrapids/pm/pmx/runPmx.py -x dmr.xml -p turbo -tM 60 | thermalManagement.py","2","2025-09-30"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-Core ICCP","ICCP: License request and grant flow","22022422266","ICCP:  AVX 256 License request and grant flow","virtual_platform","yes","runPmx.py -x dmr.xml -p turbo -tM 60","thermalManagement.py","thermalManagement.py","1","2024-11-13"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-Core ICCP","ICCP: License request and grant flow","22022422267","ICCP:  AVX 512 License request and grant flow","virtual_platform","yes","runPmx.py -x dmr.xml -p turbo -tM 60","thermalManagement.py","thermalManagement.py","1","2024-11-13"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-Core ICCP","ICCP: License request and grant flow","22022422270","ICCP:  Min_ICCP_Level  B2P MB Functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p turbo -tM 60","sst_tf.py","python3 /usr/lib/python3/dist-packages/diamondrapids/pm/pmx/runPmx.py -x dmr.xml -p turbo -tM 60 | sst_tf.py | thermalManagement.py","3","2025-09-02"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-DCM FIT","DCM FIT","22022422273","DCM FIT","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p fit_check -tM 60","runPmx.py -x dmr.xml -p fit_check -tM 60","runPmx.py -x dmr.xml -p fit_check -tM 60","25","2026-06-25"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-EPB , SAPM - DLL and EET","EPB and SAPM - DLL","22022422281","EPB check","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p epb -tM 60","runPmx.py -x dmr.xml -p epb -tM 60","python3 /usr/lib/python3/dist-packages/diamondrapids/pm/pmx/runPmx.py -x dmr.xml -p epb -tM 60 | runPmx.py -x dmr.xml -p epb -tM 60 | thermalManagement.py","12","2026-03-31"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-EPB , SAPM - DLL and EET","EPB and SAPM - DLL","22022422284","SAPM-DLL check","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p sapmdll -tM 60","runPmx.py -x dmr.xml -p sapmdll -tM 60","python3 /usr/lib/python3/dist-packages/diamondrapids/pm/pmx/runPmx.py -x dmr.xml -p sapmdll -tM 60 | runPmx.py -x dmr.xml -p sapmdll -tM 60 | thermalManagement.py","27","2026-06-25"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP Native mode","22022422298","HWP Autonomous P-state Selection (APS)","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p hwpm_aps_check -tM 60","runPmx.py -x dmr.xml -p hwpm_aps_check -tM 60","python3 /usr/lib/python3/dist-packages/diamondrapids/pm/pmx/runPmx.py -x dmr.xml -p hwpm_apb -tM 60 | runPmx.py -x dmr.xml -p hwpm_aps_check -tM 60 | thermalManagement.py","27","2026-06-30"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP Native mode","22022422301","HWP Bios configuration","virtual_platform","yes","flexcon","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP Native mode","22022422303","HWP EPP resolution","virtual_platform","yes","runPmx.py -x dmr.xml -p hwpm_check -tM 60","runPmx.py -x dmr.xml -p hwpm_check -tM 60","runPmx.py -x dmr.xml -p hwpm_check -tM 60 | thermalManagement.py","24","2026-07-01"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP Native mode","22022422305","HWP Functionality with OS Optin","virtual_platform","yes","runPmx.py -x dmr.xml -p hwpm_check -tM 60","hwp_knobs_check.py","hwp_knobs_check.py","1","2024-12-03"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP Native mode","22022422309","HWP Fuse Checks","silicon,virtual_platform","yes","flexcon","hwp_fuses.py","hwp_fuses.py | thermalManagement.py","2","2025-09-05"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP Native mode","22022422311","HWP Interruptions","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p hwpm_check -tM 60","HWP_Interrupt.py","HWP_Interrupt.py | thermalManagement.py","2","2025-08-26"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP Native mode","22022422312","HWP_Package_level_and_thread_level_cross_product","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p hwpm_check -tM 60","hwpm_pmx.py","hwpm_pmx.py | thermalManagement.py","5","2025-08-26"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP Native mode","22022422317","[Solar] P-States-HWP-P0_PN_random","virtual_platform","yes","/usr/bin/solar/solar.sh /hwp -hwpoints P1..Pn -r /logpath .","solar","solar","2","2025-02-13"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP OOB Mode","22022422318","HWP OOB Mode Bios configuration","silicon,virtual_platform","yes","Flexcon","hwp_knobs_check.py","hwp_knobs_check.py | thermalManagement.py","2","2025-08-26"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP OOB Mode","22022422326","HWP OOB Mode EPP resolution","virtual_platform","yes","runPmx.py -x dmr.xml -p hwpm_check -tM 60","thermalManagement.py","thermalManagement.py","1","2024-12-04"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP OOB Mode","22022422332","HWP OOB Mode HWP Autonomous P-state Selection (APS)","virtual_platform","yes","runPmx.py -x dmr.xml -p hwpm_aps_check -tM 60","thermalManagement.py","thermalManagement.py","1","2025-07-12"
"[NWP PM] P-State / HWP (PNC Core)","Pstate-HWP","HWP OOB Mode","22022422337","HWP OOB Mode Turbo Disabled Request Resolution","virtual_platform","yes","runPmx.py -x dmr.xml -p hwpm_oob_turbo_dis -tM 60","runPmx.py -x dmr.xml -p hwpm_oob_turbo_dis -tM 60","runPmx.py -x dmr.xml -p hwpm_oob_turbo_dis -tM 60","8","2026-05-16"
"[NWP PM] P-State / HWP (PNC Core)","[NWP] [PM] P-State Operating Range & Frequency Configuration Validation","Flex ratio configuration and functionality","22022422287","Flex ratio configuration and functionality","silicon,virtual_platform","yes","flexcon","flex_ratio_knobs.py","flex_ratio_knobs.py","2","2025-09-23"
"[NWP PM] P-State / HWP (PNC Core)","[NWP] [PM] P-State Operating Range & Frequency Configuration Validation","Flex ratio configuration and functionality","22022422292","Flex ratio configuration and functionality X SST","virtual_platform","yes","runPmx.py -x dmr.xml -p sst_pp -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p sst_pp -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p sst_pp -tM 60 --retry_count 2 | thermalManagement.py","25","2026-07-02"
"[NWP PM] P-State / HWP (PNC Core)","[NWP] [PM] P-State Operating Range & Frequency Configuration Validation","Guaranteed Ratio resolving","22022422296","Guaranteed Ratio resolving","virtual_platform","yes","runPmx.py -x dmr.xml -p sst_pp -tM 60 --retry_count 2","thermalManagement.py","thermalManagement.py","1","2024-12-06"
"[NWP PM] P-State / HWP (PNC Core)","[NWP] [PM] P-State Operating Range & Frequency Configuration Validation","Turbo functionality - Pstate Turbo Mode","22022422414","Turbo C C6S-P","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p turbo -tM 60","turbo_check.py","turbo_check.py","1","2025-09-29"
"[NWP PM] P-State / HWP (PNC Core)","[NWP] [PM] P-State Operating Range & Frequency Configuration Validation","Turbo functionality - Pstate Turbo Mode","22022422421","Turbo X C1e","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p turbo -tM 60","python3 /usr/lib/python3/dist-packages/diamondrapids/pm/pmx/runPmx.py -x dmr.xml -p turbo -tM 60","python3 /usr/lib/python3/dist-packages/diamondrapids/pm/pmx/runPmx.py -x dmr.xml -p turbo -tM 60","1","2025-09-12"
"[NWP PM] P-State / HWP (PNC Core)","[NWP] [PM] P-State Operating Range & Frequency Configuration Validation","Turbo functionality - Pstate Turbo Mode","22022422425","Turbo X C6A","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p turbo -tM 60","turbo_check.py","turbo_check.py","1","2025-09-12"
"[NWP PM] P-State / HWP (PNC Core)","[NWP] [PM] P-State Operating Range & Frequency Configuration Validation","Turbo functionality - Pstate Turbo Mode","22022422430","Turbo X C6S","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p turbo -tM 60","turbo_check.py","turbo_check.py","1","2025-09-12"
"[NWP PM] P-State / HWP (PNC Core)","[NWP] [PM] P-State Operating Range & Frequency Configuration Validation","Turbo functionality - Pstate Turbo Mode","22022422435","Turbo configurations","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p turbo -tM 60","runPmx.py -x dmr.xml -p turbo -tM 60","python3 /usr/lib/python3/dist-packages/diamondrapids/pm/pmx/runPmx.py -x dmr.xml -p turbo -tM 60 | runPmx.py -x dmr.xml -p turbo -tM 60 | thermalManagement.py","26","2026-07-02"
"[NWP PM] P-State / HWP (PNC Core)","[NWP] [PM] P-State Operating Range & Frequency Configuration Validation","Near TDP","22022422440","Near TDP","virtual_platform","yes","runPmx.py -x dmr.xml -p neartdp_check -tM 60","runPmx.py -x dmr.xml -p neartdp_check -tM 60","runPmx.py -x dmr.xml -p neartdp_check -tM 60","8","2026-02-15"
"[NWP PM] P-State / HWP (PNC Core)","[NWP] [PM] P-State Operating Range & Frequency Configuration Validation","VF curve fuses","22022422446","VF curve fuses","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","pm.pmutils.pstatesDebug.POcheckout.vf | runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3 | thermalManagement.py","10","2026-04-02"
"[NWP PM] Autonomous Idle PM (AIPM)","[NWP PM] AIPM - IO Trunk Clock Gating","MIO Trunk Clock gating Boot Time Setup","22022422990","IO Trunk Clock Gating_Late QChannel and Noise QCh enabling","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p trunk_clkg -tM 6","runPmx.py -x dmr.xml -p trunk_clkg -tM 6","runPmx.py -x dmr.xml -p trunk_clkg -tM 6","11","2026-03-31"
"[NWP PM] SST (Speed Select Technology)","[NWP PM] SST-TF (Turbo Frequency)","SST-TF Enabling & discovery","22022422200","SST-TF - TPMI register check","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2","runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2,bootscript","mem_thermals_debug.py | runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2,bootscript","2","2025-09-14"
"[NWP PM] SST (Speed Select Technology)","[NWP PM] SST-TF (Turbo Frequency)","SST-TF Enabling & discovery","22022422201","SST-TF - Verify dynamic enable/disable via TPMI","virtual_platform","yes","runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2","runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2","mem_thermals_debug.py | runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2","3","2025-07-15"
"[NWP PM] SST (Speed Select Technology)","[NWP PM] SST-TF (Turbo Frequency)","SST-TF Functionality","22022422212","SST-TF - All high priority cores in C6","virtual_platform","yes","runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2","mem_thermals_debug.py","mem_thermals_debug.py","1","2025-07-02"
"[NWP PM] SST (Speed Select Technology)","[NWP PM] SST-TF (Turbo Frequency)","SST-TF Functionality","22022422216","SST-TF - Validate all TF buckets without power limiting","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2","runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2 , bootscript","mem_thermals_debug.py | runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2 , bootscript","2","2026-01-15"
"[NWP PM] SST (Speed Select Technology)","[NWP PM] SST-TF (Turbo Frequency)","SST-TF Fusing","22022422217","SST-TF - verify fusing","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2","runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2","mem_thermals_debug.py | runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2 | runPmx.py -x dmr.xml -p sst_tf -tM 60 -M 5 --retry_count 2 ,bootscript","25","2026-06-25"
"[NWP PM] SST (Speed Select Technology)","[NWP PM] SST-PP (Perf Profile) Static","SST-PP Static Boot flow","22022422194","SST-PP Static Boot flow with OSPL","silicon","yes","runPmx.py -x dmr.xml -p sst_pp -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p sst_pp -tM 60 --retry_count 2","mem_thermals_debug.py | runPmx.py -x dmr.xml -p sst_pp -tM 60 --retry_count 2","2","2025-06-20"
"[NWP PM] SST (Speed Select Technology)","[NWP PM] SST-PP (Perf Profile) Static","SST-PP Static Boot flow","22022422195","SST-PP Static Boot flow_silicon","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p sst_pp -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p sst_pp -tM 60 --retry_count 2,bootscript","mem_thermals_debug.py | runPmx.py -x dmr.xml -p sst_pp -tM 60 --retry_count 2,bootscript","2","2026-01-16"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ACP (Autonomous Core Perimeter)","22022421444","[ACP] Verify Configuration of Core's Temperature Target","virtual_platform","yes","thermalManagement.py","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ACP (Autonomous Core Perimeter)","22022421445","[ACP] Verify Core Cross Throttle","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p emttm_thermal -tM 30 -M 6","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest | thermalManagement.py","2","2025-09-13"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ACP (Autonomous Core Perimeter)","22022421452","[ACP] Verify Core EMTTM Disable","virtual_platform","yes","python runPmx.py -x dmr.xml -p emttm_thermal -tM 30 -M 6","thermalManagement.py","thermalManagement.py","1","2025-01-30"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ACP (Autonomous Core Perimeter)","22022421453","[ACP] Verify Core Thermal Information","virtual_platform","yes","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ACP (Autonomous Core Perimeter)","22022421454","[ACP] Verify Report out of Frequency Reduction Reason","virtual_platform","yes","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] CBB Thermal Management","22022421475","[CBB Thermal Management] Verify CBB EMTTM Disable","virtual_platform","yes","python runPmx.py -x dmr.xml -p emttm_thermal -tM 30 -M 6","thermalManagement.py","thermalManagement.py","1","2025-01-29"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] CBB Thermal Management","22022421476","[CBB Thermal Management] Verify CBB EMTTM Soft Throttle due to Cross Throttle","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p emttm_thermal -tM 30 -M 6","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest | thermalManagement.py","2","2025-09-13"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] CBB Thermal Management","22022421477","[CBB Thermal Management] Verify CBB EMTTM Soft Throttle due to Self Throttle","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p emttm_thermal -tM 30 -M 6","python runPmx.py -x dmr.xml -p emttm_thermal -tM 30 -M 6","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest | python runPmx.py -x dmr.xml -p emttm_thermal -tM 30 -M 6 | thermalManagement.py","10","2026-05-21"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] CBB Thermal Management","22022421478","[CBB Thermal Management] Verify CBB Temperature Target Handling","virtual_platform","yes","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest | thermalManagement.py","25","2026-06-30"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] CBB Thermal Management","22022421479","[CBB Thermal Management] Verify Core Cross Throttle Due to Ring","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p emttm_thermal -tM 30 -M 6","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest | thermalManagement.py","2","2025-09-16"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] GPIO Interface","22022421480","[GPIO Interface] Verify GPIO_BUMP Thermals fuses","silicon,virtual_platform","yes","pysvext.diamondrapids_flexcon.plugins.flexcon_pm.py","pysvext.diamondrapids_flexcon.plugins.flexcon_pm.py","pysvext.diamondrapids_flexcon.plugins.flexcon_pm.py","1","2025-09-10"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] GPIO Interface","22022421481","[GPIO Interface] Verify XX_MEMHOT_IN_N input pin assertion","silicon,virtual_platform","no","Manual execution + thermal debug script","Manual execution + thermal debug script","Manual execution + thermal debug script | mem_thermals_debug.py","4","2026-06-25"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] GPIO Interface","22022421482","[GPIO Interface] Verify XX_MEMHOT_OUT_N output pin assertion","silicon,virtual_platform","no","Manual execution + thermal debug script","Manual execution + thermal debug script","Manual execution + thermal debug script | mem_thermals_debug.py","4","2026-06-25"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] GPIO Interface","22022421483","[GPIO Interface] Verify XX_MEMTRIP_N output pin assertion","silicon,virtual_platform","no","Manual execution + thermal debug script","Manual execution + thermal debug script","Manual execution + thermal debug script | mem_thermals_debug.py","4","2026-06-25"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] GPIO Interface","22022421484","[GPIO Interface] Verify XX_PROCHOT_N input pin assertion","silicon,virtual_platform","no","Manual execution + thermal debug script","Manual execution + thermal debug script","Manual execution + thermal debug script | mem_thermals_debug.py","4","2026-06-25"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] GPIO Interface","22022421485","[GPIO Interface] Verify XX_THERMTRIP_N input/output pin assertion","silicon,virtual_platform","no","Manual execution + thermal debug script","Manual execution + thermal debug script","Manual execution + thermal debug script | mem_thermals_debug.py","4","2026-06-25"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] IMH Thermal Management","22022421518","[IMH Thermal Management] Verify Cold Action","virtual_platform","yes","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] IMH Thermal Management","22022421519","[IMH Thermal Management] Verify Disabling Uncore Thermal Throttling","virtual_platform","yes","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] IMH Thermal Management","22022421520","[IMH Thermal Management] Verify Uncore Throttling (PID)","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p emttm_thermal -tM 30 -M 6","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.thermTest | thermalManagement.py","2","2025-09-16"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421521","[ITD] Fuse checkout","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","pm.Active_pm.Thermal_Management.CPU_thermals.itd.py , pyhtonsv","pm.Active_pm.Thermal_Management.CPU_thermals.itd.py , pyhtonsv | thermalManagement.py","2","2025-10-20"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421522","[ITD] Verify ACP (VccCore) ITD","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","pm.Active_pm.Thermal_Management.CPU_thermals.itd.py","pm.Active_pm.Thermal_Management.CPU_thermals.itd.py | thermalManagement.py","2","2025-09-18"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421524","[ITD] Verify CCF (VccRing) ITD","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","pm.Active_pm.Thermal_Management.CPU_thermals.itd.py | python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3 | thermalManagement.py","25","2026-06-30"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421525","[ITD] Verify Core MLC SSA (VCC MLC SSA) ITD","virtual_platform","yes","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","thermalManagement.py","thermalManagement.py","1","2024-12-04"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421528","[ITD] Verify ITD disable","virtual_platform","yes","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421534","[ITD] Verify ITD during reset","virtual_platform","yes","pm.Active_pm.Thermal_Management.CPU_thermals.itd.py","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421535","[ITD] Verify Inf (VccInf) ITD","virtual_platform","yes","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","thermalManagement.py","thermalManagement.py","1","2024-10-02"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421536","[ITD] Verify UCIe (VCCC2IA) ITD","virtual_platform","yes","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421538","[ITD] Verify VCCCFCIO ITD","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","pm.Active_pm.Thermal_Management.CPU_thermals.itd.py","pm.Active_pm.Thermal_Management.CPU_thermals.itd.py | thermalManagement.py","2","2025-09-15"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421540","[ITD] Verify VCCCFCMEM ITD","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","pm.Active_pm.Thermal_Management.CPU_thermals.itd.py","pm.Active_pm.Thermal_Management.CPU_thermals.itd.py | thermalManagement.py","2","2025-09-15"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421542","[ITD] Verify VCCFIXDIG ITD","virtual_platform","yes","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] ITD","22022421546","[ITD] Verify VCCUCIEA ITD","virtual_platform","yes","python runPmx.py -x dmr.xml -p itd_thermal  -tM 9 -M 3","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] MCAs","22022421547","[MCAs] Verify Pcode generates firmware MCA ""DIE TOO HOT"" on invalid temperature","silicon,virtual_platform","yes","MCA_recoverable_die_too_hot.py","MCA_recoverable_die_too_hot.py","MCA_recoverable_die_too_hot.py | thermalManagement.py","2","2025-10-23"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Prochot Flow","22022421548","[Prochot Flow] Verify Prochot CBB Entry and Exit Flow","virtual_platform","yes","python runPmx.py -x dmr.xml -p prochot_thermal  -tM 20 -M 5","thermalManagement.py","thermalManagement.py","1","2024-12-11"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Prochot Flow","22022421553","[Prochot Flow] Verify Prochot IMH Entry and Exit Flow","virtual_platform","yes","python runPmx.py -x dmr.xml -p prochot_thermal  -tM 20 -M 5","thermalManagement.py","thermalManagement.py","1","2024-12-11"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Prochot Flow","22022421557","[Prochot Flow] Verify operation of Prochot Response Power","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p prochot_thermal  -tM 20 -M 5","python runPmx.py -x dmr.xml -p prochot_thermal  -tM 20 -M 5","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py.runXXProchotTest | python runPmx.py -x dmr.xml -p prochot_thermal  -tM 20 -M 5 | thermalManagement.py","25","2026-06-30"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermal Interrupts","22022421588","[Thermal Interrupts] HW_FEEDBACK_NOTIFICATION interrupt","silicon,virtual_platform","yes","pm/Active_PM/Thermal_Management/CPU_Thermal_Management/HWP_Interrupt.py","pm/Active_PM/Thermal_Management/CPU_Thermal_Management/HWP_Interrupt.py","pm/Active_PM/Thermal_Management/CPU_Thermal_Management/HWP_Interrupt.py | thermalManagement.py","2","2026-01-22"
