"tp_title","tpf_title","tcd_title","nwp_tc_id","nwp_title","val_env","automation","nwp_cmd","dmr_cmd","all_dmr_cmds","tr_count","dmr_tr_date"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermal Interrupts","22022421595","[Thermal Interrupts] Verify HIGH_TEMP Interrupt","virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5 | thermalManagement.py","9","2026-04-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermal Interrupts","22022421610","[Thermal Interrupts] Verify IA32_PACKAGE_THERM_INTERRUPT (Pkg MSR 0x1b2)","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","pm.Active_pm.Thermal_Management.CPU_thermals.thermalInterrupt.py","pm.Active_pm.Thermal_Management.CPU_thermals.thermalInterrupt.py | thermalManagement.py","2","2025-09-21"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermal Interrupts","22022421614","[Thermal Interrupts] Verify IA32_THERM_INTERRUPT (Core MSR 0x19b)","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","pm.Active_pm.Thermal_Management.CPU_thermals.thermalInterrupt.py","pm.Active_pm.Thermal_Management.CPU_thermals.thermalInterrupt.py | thermalManagement.py","2","2025-09-21"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermal Interrupts","22022421618","[Thermal Interrupts] Verify LOW_TEMP Interrupt","virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermal Interrupts","22022421620","[Thermal Interrupts] Verify OUT_OF_SPEC Interrupt","virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermal Interrupts","22022421627","[Thermal Interrupts] Verify PROCHOT Interrupt","virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermal Interrupts","22022421629","[Thermal Interrupts] Verify THRESHOLD_1 Interrupt","virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermal Interrupts","22022421633","[Thermal Interrupts] Verify THRESHOLD_2 Interrupt","virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermtrip","22022421666","[Thermtrip] Verify Thermtrip Disable","virtual_platform","yes","runPmx.py -x dmr.xml -p therm_trip -tM 30 -M 6","runPmx.py -x dmr.xml -p therm_trip -tM 30 -M 6","runPmx.py -x dmr.xml -p therm_trip -tM 30 -M 6 | thermalManagement.py","9","2026-04-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermtrip","22022421671","[Thermtrip] Verify Thermtrip shuts down all FIVRs and MBVRs","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p therm_trip -tM 30 -M 6","pm.active_pm.thermal_management.CPU_Thermal_Management.thermtrip.py","pm.active_pm.thermal_management.CPU_Thermal_Management.thermtrip.py | thermalManagement.py","2","2025-09-15"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] Thermtrip","22022421672","[Thermtrip] Verify functionality of thermtrip pin from various sources","virtual_platform","yes","runPmx.py -x dmr.xml -p therm_trip -tM 30 -M 6","thermalManagement.py","thermalManagement.py","1","2024-12-11"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] VR Hot","22022421673","[VR Hot] Verify CBB VR Hot Actions","virtual_platform","yes","python runPmx.py -x dmr.xml -p prochot_thermal  -tM 20 -M 5","python runPmx.py -x dmr.xml -p prochot_thermal  -tM 20 -M 5","python runPmx.py -x dmr.xml -p prochot_thermal  -tM 20 -M 5 | thermalManagement.py","9","2026-04-03"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] VR Hot","22022421674","[VR Hot] Verify IMH VR Hot Actions","virtual_platform","yes","python runPmx.py -x dmr.xml -p prochot_thermal  -tM 20 -M 5","thermalManagement.py","thermalManagement.py","1","2024-12-11"
"[NWP PM] Thermal Management","[NWP PM] Socket Thermal Management","[SoC Thermal Management] VR Hot","22022421676","[VR Hot] Verify VR_THERM_ALERT_DISABLE","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p prochot_thermal  -tM 20 -M 5","thermalManagement.py
[pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalInterrupt.py]","thermalManagement.py | thermalManagement.py
[pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalInterrupt.py]","2","2025-10-23"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] CLTT MR4 based","22022421317","[MR4] Verify DIMM Thresholds match with default values programed by BIOS","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","mem_thermals_debug.py | runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","2","2025-09-15"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] CLTT MR4 based","22022421328","[MR4] Verify DIMM temp is updated by the MC","silicon,virtual_platform","no","mem_thermals_debug.py","mem_thermals_debug.py","mem_thermals_debug.py","7","2026-06-25"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] CLTT MR4 based","22022421331","[MR4] Verify DIMM temp is updated by the MC_emulation","emulation.hsle","no","mem_thermals_debug.py","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","1","2025-04-15"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] CLTT MR4 based","22022421334","[MR4] Verify DIMM throttle levels values match with default values","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","mem_thermals_debug.py | runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","2","2025-09-15"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] CLTT MR4 based","22022421341","[MR4] Verify end to end Functionality","virtual_platform","yes","cltt.py","cltt.py","cltt.py | mem_thermals_debug.py","9","2026-04-03"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] CLTT PECI based","22022421347","[PECI] Verify DIMM temp in MC is being updated by TPMI","silicon,virtual_platform","no","mem_thermals_debug.py","mem_thermals_debug.py","mem_thermals_debug.py","4","2026-02-23"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] CLTT PECI based","22022421352","[PECI] Verify DIMM thresholds match with default values programed by BIOS","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","mem_thermals_debug.py | runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","3","2025-09-03"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] CLTT PECI based","22022421361","[PECI] Verify end to end functionality","virtual_platform","yes","runPmx.py -x dmr,xml -p cltt_peci -tM 60 -M 10 --retry_count 2","runPmx.py -x dmr,xml -p cltt_peci -tM 60 -M 10 --retry_count 2","mem_thermals_debug.py | runPmx.py -x dmr,xml -p cltt_peci -tM 60 -M 10 --retry_count 2","24","2026-06-25"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] CLTT PECI based","22022421372","[PECI]Verify DIMM throttle levels values match with default values","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","mem_thermals_debug.py | runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","3","2025-09-03"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] CLTT TSOD based","22022421405","[TSOD] Verify DIMM temp in MC is being updated by SPD controller_emulation","emulation.hsle","no","","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","1","2025-04-15"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] CLTT TSOD based","22022421408","[TSOD] Verify DIMM throttle levels values match with default values_emulation","emulation.hsle","yes","mem_thermals_debug.py","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","1","2025-04-15"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] Memhot","22022421411","[Memhot] MR4 Verify Memhot_In mode functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p memhot_mr4 -tM 60 -M 5 --retry_count 2","runPmx.py -x dmr.xml -p memhot_mr4 -tM 60 -M 5 --retry_count 2","runPmx.py -x dmr.xml -p memhot_mr4 -tM 60 -M 5 --retry_count 2","8","2026-04-03"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] Memhot","22022421415","[Memhot] Memhot Disables MR4-based","virtual_platform","yes","runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","mem_thermals_debug.py","mem_thermals_debug.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] Memhot","22022421419","[Memhot] Memhot Disables MR4-based_emulation","emulation.hsle","yes","","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","1","2025-04-15"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] Memhot","22022421422","[Memhot] Verify Memhot_In mode functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p memhot_tsod -tM 60 -M 5 --retry_count 2","runPmx.py -x dmr.xml -p memhot_tsod -tM 60 -M 5 --retry_count 2","mem_thermals_debug.py | memhot_dfx.py | runPmx.py -x dmr.xml -p memhot_tsod -tM 60 -M 5 --retry_count 2","12","2026-05-16"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] Memhot","22022421423","[Memhot] Verify Memhot_Out mode functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p memhot_tsod -tM 60 -M 5 --retry_count 2","memhot_dfx.py","mem_thermals_debug.py | memhot_dfx.py","2","2025-09-09"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] Memtrip","22022421425","[Memtrip] Disables Memtrip MR4-based","virtual_platform","yes","runPmx.py -x dmr.xml -p mt_basic_checks -tM 60 --retry_count 2","mem_thermals_debug.py","mem_thermals_debug.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] Memtrip","22022421427","[Memtrip] Disables Memtrip MR4-based_emulation","emulation.hsle","yes","mem_thermals_debug.py","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","1","2025-04-15"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] Memtrip","22022421434","[Memtrip] MR4 based","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p memtrip_mr4 -tM 60 -M 5 --retry_count 2","runPmx.py -x dmr.xml -p memtrip_mr4 -tM 60 -M 5 --retry_count 2","Memtrip.py | mem_thermals_debug.py | runPmx.py -x dmr.xml -p memtrip_mr4 -tM 60 -M 5 --retry_count 2","10","2026-04-03"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] Memtrip","22022421437","[Memtrip] Memtrip to Thermtrip","silicon,virtual_platform","no","mem_thermals_debug.py","mem_thermals_debug.py","mem_thermals_debug.py","4","2025-11-06"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] Memtrip","22022421439","[Memtrip] PECI based","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p memtrip_peci -tM 60 -M 5 --retry_count 2","runPmx.py -x dmr.xml -p memtrip_peci -tM 60 -M 5 --retry_count 2","Memtrip.py | mem_thermals_debug.py | runPmx.py -x dmr.xml -p memtrip_peci -tM 60 -M 5 --retry_count 2","10","2026-05-16"
"[NWP PM] Thermal Management","[NWP PM] Memory Thermal Management","[Memory Thermal Management] Memtrip","22022421441","[Memtrip] PECI based_emulation","emulation.hsle","yes","Memtrip.py","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","1","2025-04-15"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] CBB DTS & Telemetry","22022421456","[CBB DTS & Telemetry] Verify AON DTS Functionality","virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","diamondrapids.pm.Active_PM.Thermal_Management.CPU_Thermal_Management.Thermal_DTS.py","diamondrapids.pm.Active_PM.Thermal_Management.CPU_Thermal_Management.Thermal_DTS.py","1","2025-03-07"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] CBB DTS & Telemetry","22022421458","[CBB DTS & Telemetry] Verify CBO Cluster DTS Functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","TBD (New script)","TBD (New script) | thermalManagement.py","2","2025-09-10"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] CBB DTS & Telemetry","22022421461","[CBB DTS & Telemetry] Verify CCP Thermal Telemetry","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","TBD (New script)","TBD (New script) | thermalManagement.py","2","2026-01-27"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] CBB DTS & Telemetry","22022421465","[CBB DTS & Telemetry] Verify Core DTS Functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","TBD (New script)","TBD (New script) | thermalManagement.py","2","2026-01-27"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] CBB DTS & Telemetry","22022421468","[CBB DTS & Telemetry] Verify Core Disabled DTS operation","silicon,virtual_platform","no","runPmx.py -x dmr.xml -p core_dts_disable -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p core_dts_disable -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p core_dts_disable -tM 60 --retry_count 2 | thermalManagement.py","5","2026-06-17"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] CBB DTS & Telemetry","22022421469","[CBB DTS & Telemetry] Verify SOC DTS Functionality","virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","thermalManagement.py","thermalManagement.py","1","2024-12-05"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] IMH DTS & Telemetry","22022421487","[IMH DTS & Telemetry] Verify Accelerator DTS Functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py | thermalManagement.py","2","2025-09-16"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] IMH DTS & Telemetry","22022421498","[IMH DTS & Telemetry] Verify CGU DTS Functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py | thermalManagement.py","2","2025-09-16"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] IMH DTS & Telemetry","22022421501","[IMH DTS & Telemetry] Verify D2D DTS Functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py | thermalManagement.py","2","2025-09-16"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] IMH DTS & Telemetry","22022421504","[IMH DTS & Telemetry] Verify IO Fabric DTS Functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py | thermalManagement.py","2","2025-09-16"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] IMH DTS & Telemetry","22022421506","[IMH DTS & Telemetry] Verify MIO DTS Functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py | thermalManagement.py","2","2025-09-10"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] IMH DTS & Telemetry","22022421508","[IMH DTS & Telemetry] Verify Memory DTS Functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py | runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2 | thermalManagement.py","25","2026-07-01"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] IMH DTS & Telemetry","22022421515","[IMH DTS & Telemetry] Verify Memory Fabric DTS Functionality","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p dts_telemetry -tM 60 --retry_count 2","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py","pm.Active_pm.Thermal_Management.CPU_thermals.thermalManagement.py | thermalManagement.py","2","2025-09-16"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421640","[Thermal Reporting] Verify CORE_PERF_LIMIT_REASONS","silicon,virtual_platform","yes","this is covered by 3 different scripts (emttm, prochot and vr_hot TCs with PLR check); no dedicated command line for this TC","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","2","2025-09-23"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421641","[Thermal Reporting] Verify DTS temperature reporting during reset","virtual_platform","yes","TBD (New script)","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421642","[Thermal Reporting] Verify IA32_MISC_ENABLES (Thread vMSR 0x1a0)","virtual_platform","no","Manual","Manual","Manual | thermalManagement.py","2","2026-01-13"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421643","[Thermal Reporting] Verify IA32_PACKAGE_THERM_MARGIN","virtual_platform","yes","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","9","2026-04-03"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421644","[Thermal Reporting] Verify IA32_PACKAGE_THERM_STATUS","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","2","2025-09-13"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421646","[Thermal Reporting] Verify IA32_TEMPERATURE_TARGET","virtual_platform","yes","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","9","2026-02-20"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421647","[Thermal Reporting] Verify IA32_THERM_STATUS (Core MSR 0x19c)","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","pm.Active_pm.Thermal_Management.CPU_thermals.thermalInterrupt.py","pm.Active_pm.Thermal_Management.CPU_thermals.thermalInterrupt.py | thermalManagement.py","2","2025-09-13"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421649","[Thermal Reporting] Verify MSR 0x1A3 MCP_THERMAL_REPORT_1","silicon,virtual_platform","yes","PMX automated, need to edit xml","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | mem_thermals_debug.py","2","2025-09-13"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421650","[Thermal Reporting] Verify MSR 0x1A4 MCP_THERMAL_REPORT_2","virtual_platform","yes","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","9","2026-02-20"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421660","[Thermal Reporting] Verify POWER_CTL","virtual_platform","yes","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","9","2026-04-02"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421665","[Thermal Reporting][BEAT] Extended C6 validation for Thermal Die Level PLR","virtual_platform","yes","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","12","2026-06-25"
"[NWP PM] Fabric DVFS (UFS)","[NWP PM] CBB DVFS","Solar DVFS","22022422095","[Solar] DVFS-dvfs_all_random","virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/GV_DVFS/Mesh_gv_verify_random.xml","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/GV_DVFS/Mesh_gv_verify_random.xml","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/GV_DVFS/Mesh_gv_verify_random.xml","24","2026-07-01"
"[NWP PM] PM Interfaces (OS2P/TPMI/PECI/PMT)","[NWP PM] PMT (Platform Monitoring Technology)","[SoC Thermal Management] TPMI/PMT","22022421558","[TPMI/PMT] Verify Aggregate Margin to Tcontrol PMT Register","virtual_platform","yes","runPmx.py -x dmr.xml -p pmt_thermal -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p pmt_thermal -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p pmt_thermal -tM 60 --retry_count 2 | thermalManagement.py","12","2026-06-25"
