id,title,owner,status,reason,release,priority,tag,component,submitted_date
22012600025,[DMR POWER]Reduce Mem SS power contribution in Active and Active idle (low bandwidth) scenarios,sshrimal,complete,,dmrhub-a0,1-showstopper,"prod_arch PM,soc_arch PM,POWER_REDUCTION,PERF,power_savings,PnP,DMR_maybe,POWER_CONVERGENCE,pm_team,CRITICAL_SCOPE_2,NO_CORE_PATCH_COE,SIM_NO,bios_cloned,COE4PM,SDL_required,fw.mdiv_no,fw.mcheck_no,DRIVER_MEM,PNP_POWER,fw.ocode_no,DMR_AF_Sustainability,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,IMH_CONSTRUCTION,fw.tcode_no,fw.pnp_emul_affecting,fw.acode_no,fw.cbbpcode_no,fw.bios_affecting,fw.s3m_no,fw.icode_no,fw.bios_commit,fw.primecode_commit,fw.pss_no,fw.simics_yes",soc.DDR5C_Gen5_V1#,2021-03-11 09:01:38.417
22012600313,Standardized dynamic PM interfaces for DDRIO,gachalla,complete,,dmrhub-a0,2-high,"transformation,DMR_maybe,pm_team,NO_CORE_PATCH_COE,CRITICAL_SCOPE_1,DMR1,COE4PM,missing_doc,SIM_YES,bios_cloned,DRIVER_MEM,fw.ocode_no,fw.ucode_no,fw.xucode_no,IMH_CONSTRUCTION_P1,fw.tcode_no,fw.acode_no,fw.bios_no,fw.mdiv_no,fw.cbbpcode_no,fw.mcheck_no,fw.primecode_no,fw.s3m_no,fw.simics_yes,fw.zcode_no,fw.icode_no,fw.pss_yes,fw.pnp_emul_no,fw.ltm_no",soc.ISA_2.0#,2021-03-11 09:59:23.560
22012601585,P-Channel interfaces on Resource Controller : Usage in MC Stack,sshrimal,complete,,dmrhub-a0,1-showstopper,"transformation,DMR_maybe,fw.ocode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,IMH_CONSTRUCTION_P1,fw.tcode_no,fw.acode_no,fw.mdiv_no,fw.mcheck_no,fw.bios_no,fw.s3m_no,fw.icode_no,fw.cbbpcode_no,fw.primecode_no,fw.pss_yes,fw.simics_yes,fw.pnp_emul_no",soc.ISA_2.0#,2021-03-11 12:07:53.427
22012800177,CPM changes to support Zstd comp/decomp,rdubal,complete,,dmrhub-a0,2-high,"fw.ocode_no,fw.primecode_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.tcode_no,fw.acode_no,fw.mdiv_no,fw.cbbpcode_no,fw.bios_no,fw.mcheck_no,fw.s3m_no,fw.icode_no,fw.pss_no,fw.pnp_emul_no,fw.simics_yes",soc.CPM 5.1#,2021-04-05 19:20:39.640
22012853161,[This HSD is rejected by CCB14026841558 that makes AvePhy not seamlessly patchablae]  [dmrhub-a0] IOHUB DMR Requesting Seamless Patching Impacts to IPs & SOC - AVEPHY (iCode),rrshah1,complete,,dmrhub-a0,2-high,"HPAR,fw.zcode_no,fw.ucode_no,fw.xucode_no,IMH_CONSTRUCTION_P1,fw.tcode_no,fw.primecode_no,fw.icode_yes,fw.acode_no,fw.bios_no,fw.mdiv_no,fw.cbbpcode_no,fw.mcheck_no,fw.s3m_no,fw.icode_commit,fw.ocode_no,fw.ltm_no,fw.pss_no,fw.simics_yes,fw.pnp_emul_no,0p3,SOCVAL_IMH1_PO",soc.top,2021-04-10 05:11:50.173
22013637140,[DMR] SRAM Size Requirements for OOBMSM,jkaur1,complete,,dmrhub-a0,1-showstopper,"DMR_AF_Managability_Telemetry,SERVER_LEGACY,PRI_1,fw.ocode_yes,fw.primecode_no,fw.pss_yes,fw.bios_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.tcode_no,fw.acode_no,fw.mdiv_no,fw.mcheck_no,IMH_CONSTRUCTION_P1,fw.s3m_no,fw.icode_no,fw.cbbpcode_no,fw.ocode_commit,fw.simics_yes,fw.pnp_emul_no,fw.ltm_no,FWonly",soc.fw.oCode,2021-08-06 01:32:07.840
22014761262,Uncore PMON Global features with and w/o hard partitioning,refaber,complete,,dmrhub-a0,1-showstopper,"HPAR,PERFMON,prod_arch CONFIG,DMR_AF_PerfMon_PRE,PRI_1,fw.ocode_no,fw.pss_no,fw.zcode_no,fw.ucode_commit,fw.tcode_no,fw.acode_no,fw.mdiv_no,fw.mcheck_no,fw.xucode_no,fw.s3m_no,fw.primecode_no,fw.icode_no,fw.bios_commit,fw.cbbpcode_no,fw.simics_yes,fw.ltm_commit,fw.pnp_emul_no",soc.top,2022-03-10 03:19:15.163
22014761889,Hub High Speed Interface Requirements,bjung,complete,,dmrhub-a0,1-showstopper,"PnP,PNP_PERF,fw.ocode_no,fw.simics_no,fw.bios_affecting,fw.mdiv_affecting,fw.mdiv_yes,fw.ucode_no,fw.xucode_no,fw.tcode_no,fw.pnp_emul_affecting,fw.pss_yes,fw.acode_no,fw.cbbpcode_no,fw.mcheck_no,fw.s3m_no,fw.zcode_no,fw.icode_no,fw.primecode_no,fw.bios_commit,fw.ltm_no",soc.top,2022-03-10 04:42:26.723
22014785800,DMR HUB Die Coherent Fabric,refaber,complete,,dmrhub-a0,1-showstopper,"PERF,TOPO_BASELINE,SERVER_LEGACY,PnP,PNP_PERF,PNP_POWER,PNP_HIGH,IMH_CONSTRUCTION_P1,fw.ocode_no,fw.pss_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.simics_affecting,fw.tcode_no,fw.pnp_emul_affecting,fw.acode_no,fw.cbbpcode_no,fw.mdiv_no,fw.s3m_no,fw.icode_no,fw.bios_no,fw.primecode_commit,fw.mcheck_no",soc.SCF_4.0#,2022-03-16 21:38:58.227
22014819707,MCR Gen2 JEDEC Feature Support on DMR,gachalla,complete,,dmrhub-a0,1-showstopper,"PNP_PERF,fw.ocode_no,fw.bios_affecting,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.tcode_no,fw.pnp_emul_affecting,fw.acode_no,fw.cbbpcode_no,fw.mdiv_no,fw.mcheck_no,fw.pss_yes,fw.s3m_no,fw.zcode_yes,fw.zcode_commit,fw.bios_commit,fw.icode_no,fw.primecode_no,fw.simics_yes",soc.top,2022-03-24 00:14:23.450
22014820053,[RDT] CAT and CMT support for IO L3 cache,rsiva,complete,,dmrhub-a0,2-high,"DMR_AF_RDT_QOS,PRI_4,PnP,PNP_PERF,fw.ocode_no,fw.primecode_no,fw.simics_no,fw.zcode_no,fw.ucode_no,fw.ltm_no,fw.xucode_no,fw.tcode_no,fw.pnp_emul_affecting,fw.acode_no,fw.mdiv_no,fw.cbbpcode_no,fw.mcheck_no,fw.pss_no,fw.s3m_no,fw.icode_no,fw.bios_commit",soc.SCF_4.0#,2022-03-24 01:37:16.713
22014820170,[RDT] MBM support in the IO CA,rsiva,complete,,dmrhub-a0,2-high,"DMR_AF_RDT_QOS,PRI_4,PnP,PNP_PERF,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.tcode_no,fw.pnp_emul_affecting,fw.acode_no,fw.mdiv_no,fw.cbbpcode_no,fw.mcheck_no,fw.ocode_no,fw.primecode_no,fw.pss_no,fw.s3m_no,fw.icode_no,fw.bios_commit,fw.simics_yes,fw.ltm_no",soc.SCF_4.0#,2022-03-24 01:53:18.737
22014847349,DMR  ECC solutions and DDR5 ECC Enhancement,gachalla,complete,,dmrhub-a0,1-showstopper,"PNP_POWER,fw.ocode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.primecode_no,memory_ras,fw.tcode_no,fw.pnp_emul_affecting,fw.acode_no,fw.cbbpcode_no,fw.mdiv_no,fw.mcheck_no,DMR_SOC_CCB,fw.bios_yes,fw.zcode_no,fw.pss_yes,fw.s3m_no,fw.simics_yes,fw.bios_commit,fw.icode_no",soc.top,2022-03-31 04:36:22.700
22014910396,expose HIOP channel tracker dump to CrashDump and Crashlog,aabdo,complete,,dmrhub-a0,3-medium,DMR_AF_DFD,soc.top,2022-04-12 11:35:36.377
22014910503,expose memory sub-system tracker dumps to CrashDump and Crashlog,aabdo,complete,,dmrhub-a0,3-medium,DMR_AF_DFD,soc.top,2022-04-12 12:08:31.167
22014910547,add FIVR Dump to CrashLog,aabdo,complete,,dmrhub-a0,3-medium,"DMR_AF_DFD,DMR_SOC_CCB",soc.top,2022-04-12 12:32:17.273
22014910591,Expose PLL registers for clocking failure debug,aabdo,complete,,dmrhub-a0,3-medium,DMR_AF_DFD,soc.top,2022-04-12 12:38:40.940
22015694012,[dmrhub-a0] RCLK bring up by HWRS in place of S3M,kserrano,complete,,dmrhub-a0,1-showstopper,"prod_arch RESET,IMH_CONSTRUCTION_P1,fw.simics_affecting,fw.ocode_affecting,fw.bios_no,fw.primecode_yes,fw.pss_yes,fw.zcode_no,fw.ucode_no,fw.s3m_yes,fw.ltm_no,fw.tcode_no,fw.pnp_emul_no,S3M_HW,S3M_FW,fw.s3m_commit,DMR_HVM,hw_dependent,UV1,fw.s3m_complete",soc.HWRS_2.0#,2022-08-24 23:02:12.913
22015827725,DMR iMH UCIe to provide reference supply for internal LCPLL inside PHY,gpasdast,complete,,dmrhub-a0,2-high,,soc.UCIE_1.0_p1276.4opt4_V1#,2022-09-20 10:41:57.647
22015837319,Fully Support Memory RAS/Security Feature Cross Products for DMR,halameer,complete,,dmrhub-a0,2-high,,soc.top,2022-09-21 05:34:04.257
22015937796,[DMR-CCB] SoC needs to add new input signal from Baltic Peak IP (DFD) to initiate global reset,kwokc,complete,,dmrhub-a0,1-showstopper,"GNR DISCOVERY,fw.all_other_no,CCB_BUG,RTL0p5,fw.s3m_commit,simics_no,FV2,fw.s3m_complete",soc.S3M_3.0_FW#,2022-10-06 02:34:12.773
22015955942,"[DMR-CCB][DMR] [I3C/BPK] Baltic Peak IP requires new ""aux"" reset in order to allow debug config of Early Boot Halt detection",tparker1,complete,,dmrhub-a0,2-high,"B0_NOT_GATING,[DMR-CCB],CCB_BUG,fw.cbbpcode_no,simics_no",soc.DFD_BPK_2.1#,2022-10-08 02:13:59.200
22016040536,P-channel distributor IP - feature set,sshrimal,complete,,dmrhub-a0,1-showstopper,,soc.Pchannel_Dis_1.0#,2022-10-19 09:56:51.443
22016083621,[DMR-CCB] OOBMSM SAI switch to runtime usage,zgu2,complete,,dmrhub-a0,1-showstopper,"DMR CCB REQUIRED,CCB_BUG,security_ccb,fw.acm_affecting,OSXML_yes,simics_yes",soc.OOBMSM 4.0#,2022-10-27 00:02:37.610
22016089551,[DMR-CCB] [I3C/BPK] Need separate GPIO pins for I3C_DBG to each iMH die,kwokc,complete,,dmrhub-a0,1-showstopper,"[DMR CCB REQUIRED],CCB_FEATURE_INT,fw.cbbpcode_no,simics_no",soc.top,2022-10-27 09:34:11.760
22016138000,PkgC feature definition scope and opens closure,jmattapa,complete,,dmrhub-a0,1-showstopper,ARCH_PORM1_GATE,soc.top,2022-11-06 06:12:42.573
22016138002,Feature needs to go through strawman re-approval for new/changed scope for POR-1 forward progress,ppshah,complete,,dmrhub-a0,1-showstopper,ARCH_PORM1_GATE,soc.top,2022-11-06 06:36:21.787
22016155643,[dmrhub-a0][DMR-CCB] IOCA Cache flush from Pcode,rrshah1,complete,,dmrhub-a0,2-high,"prod_arch RESET,fw.simics_affecting,fw.bios_no,fw.pss_yes,fw.zcode_no,fw.ucode_no,fw.ltm_no,fw.tcode_no,fw.pnp_emul_no,CCB_BUG,fw.mdiv_yes,fw.all_other_no,fw.primecode_affecting",soc.PrimeCode 2.0#,2022-11-10 05:40:40.363
22016166091,[DMR-CCB] Define D2D Disable Mode and interaction with PM/Reset flows,wli61,complete,,dmrhub-a0,2-high,"MEDIUM,IMH_CONSTRUCTION,fw.ocode_no,fw.pss_no,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,fw.simics_no,fw.primecode_yes,IMH_CONSTRUCTION_P2,fw.tcode_no,fw.pnp_emul_no,fw.acode_no,fw.mdiv_no,fw.mcheck_no,RESETVALPREP,fw.s3m_no,fw.icode_no,fw.primecode_commit,CCB,CCB_BUG,fw.cbbpcode_no,RECCB_NO_RELEASE_DATE,RTL0p5",soc.top,2022-11-12 05:34:06.437
22016184509,PnP raised concerned if fabric DVFS can reduce frequency below 1.8GHz - need Arch closure,npalit,complete,,dmrhub-a0,1-showstopper,ARCH_PORM1_GATE,soc.top,2022-11-17 11:19:47.497
22016202474,[DMR-CCB] IMH-to-IMH and Cross Socket (UXI) QoS,rsiva,complete,,dmrhubmax-a0,1-showstopper,"CCB_BUG,TR_WW20,fw.bios.SecurityIDE.NoImpact,fw.bios.security_no,EC2_NEED_RESOLUTION,RTL0p5,EC2_CUTOFF,IMH1_2S_Phase2b,fw.simics_yes,SOCVAL_IMH2_TI,vt.coherency,POC_UXI",soc.SCF_4.0#,2022-11-20 04:20:06.473
22016206945,[DMR-CCB]Early iMH2iMH D2D bringup before CPUPWRGOOD for Design/Val simplification,rrshah1,complete,,dmrhub-a0,2-high,"B0_NOT_GATING,[DMR-CCB],fw.s3m_yes,fw.primecode_yes,CCB_BUG,fw.primecode_commit,fw.s3m_commit,hw_dependent,UV1,simics_yes,fw.s3m_complete",soc.top,2022-11-22 02:07:52.443
22016236746,[DMR-CCB]Redefinition of CBB tracking mechanism for DDIO flows,ahmedmuh,complete,,dmrhub-a0,1-showstopper,"CCB_BUG,simics_no,SOCVAL_IMH2_TI",soc.SCF_4.0#,2022-11-29 05:45:07.780
22016246436,[DMR-CCB] DMR LT Transaction flow CBB/iMH impact,bganesa1,complete,,dmrhub-a0,1-showstopper,"DMR CCB REQUIRED,CCB_BUG,fw.bios_no,fw.acm_no,fw.s3m_yes,security_ccb,RECCB_NO_RELEASE_DATE,RTL0p5,fw.s3m_commit,simics_yes,UV2,fw.s3m_complete,HW_dependent",soc.HIOP_Agent_4.0_IP#,2022-11-30 22:15:13.280
22016252924,PkgC opens - closure required for feature POR-1,jmattapa,complete,,dmrhub-a0,1-showstopper,"ARCH_PORM1_GATE,ARCH_PORM1_GATE",soc.top,2022-12-01 22:17:08.247
22016255807,[DMR-CCB] Punit changes to support PkgC SVID actions from both root and leaf IMH,sshrimal,complete,,dmrhub-a0,1-showstopper,"soc_arch,fw.mcheck_no,pm,transformation,DMR_AF_Sustainability,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.ltm_no,IMH_CONSTRUCTION_P1,fw.tcode_no,fw.pnp_emul_affecting,fw.acode_no,fw.mdiv_yes,fw.mdiv_affecting,fw.bios_no,fw.ocode_no,DMR_SOC_CCB,fw.simics_affecting,fw.s3m_no,fw.icode_no,CCB_BUG,fw.primecode_commit,fw.cbbpcode_no",soc.PUNIT_4.0#,2022-12-02 05:37:34.303
22016260391,[DMR-CCB] Drop IO RDT Bandwidth Cap Control for DMR (HIOP and CXL.CM),pabraham,complete,,dmrhub-a0,2-high,"CCB_DESCOPE,RAI_TST,simics_no",soc.HIOP_Agent_4.0_IP#,2022-12-03 00:20:11.273
22016472944,[dmrhub-a0][DMR-CCB] Required IP Construction Changes for HW Reset Entry Actions,cchen14,complete,,dmrhub-a0,1-showstopper,"prod_arch RESET,IMH_CONSTRUCTION_P1,fw.simics_affecting,fw.bios_no,fw.zcode_no,fw.ucode_no,fw.ltm_no,fw.tcode_no,fw.pnp_emul_no,CCB_BUG,fw.mdiv_yes",soc.ISA_2.0#,2023-01-06 12:04:29.773
22016527213,[DMR-CCB] DMR Accelerator Complex - Dropping un-ordered IO (UIO) Support,akjonnal,complete,,dmrhub-a0,1-showstopper,"DMR CCB REQUIRED,CCB_DESCOPE,simics_no",soc.top,2023-01-18 18:50:20.707
22016527228,"DMR Accelerator Complex - Drop DLB, update QAT to 3xPKE, update IAA to 12 decompress engines - iMH1, IMH2 and IOH",tthomas1,complete,,dmrhub-a0,1-showstopper,,soc.top,2023-01-18 19:00:00.500
22016530795,[DMR-CCB] APB serialization and pipelining logic to support DVPs,kwokc,complete,,dmrhub-a0,1-showstopper,"ARCH_PORM1_GATE,CCB_BUG,fw.cbbpcode_no,IMH_CONSTRUCTION,simics_no",soc.NSIP2APB_1.0#,2023-01-19 06:01:38.913
22016534894,[DMR-CCB] Enable OOB BMC based IDE key provisioning for CXL/PCIe/UXI,bganesa1,complete,,dmrhub-a0,2-high,"SECURITY_SAI_REGPOLICY,CCB_FEATURE_EXT,fw.mdiv_affecting,fw.mdiv_yes,fw.pnp_emul_no,fw.pss_no,fw.ltm_commit,RTL0p5,simics_yes",soc.ltm,2023-01-20 03:30:15.920
22016536896,[DMR][CXL Device scaling] H2D transactions discarded & D2H transactions aborted logging errors and response for the discarded/aborted transactions,akumar5,complete,,dmrhub-a0,2-high,"ARCH_PORM1_GATE,COE4UIO_FDBK",soc.CXL_3.0_Host#,2023-01-20 10:11:25.527
22016537011,[DMR][CXL Device scaling] Is Device trust level scaled per CACHE ID within a x16 port,akumar5,complete,,dmrhub-a0,2-high,"ARCH_PORM1_GATE,COE4UIO_DRVR",soc.CXL_3.0_Host#,2023-01-20 10:50:49.130
22016572325,"[DMR-CCB] DDR5 Rowhammer Support (DRFM, PRHT, and deprecate pTRR)",gachalla,complete,,dmrhub-a0,1-showstopper,"fw.pss_yes,fw.mdiv_no,fw.pnp_emul_no,CCB_FEATURE_EXT,MCHECK_TDX_TR,simics_yes",soc.DDR5C_Gen5_V1#,2023-01-28 03:11:41.647
22016623734,[DMR-CCB] Support for CMCI for Even/Odd Multiple MCA domains,rrshah1,complete,,dmrhub-a0,1-showstopper,"CCB_BUG,fw.bios_commit.,simics_yes,IMH1_2S_Phase2b,POC_RAS",soc.RAS_4.0#,2023-02-03 23:32:13.953
22016626479,[DMR-CCB]move S0 GPIO bring up earlier in boot flow,rrshah1,complete,,dmrhub-a0,1-showstopper,"prod_arch RESET,IMH_CONSTRUCTION_P1,fw.simics_affecting,fw.bios_no,fw.zcode_no,fw.ucode_no,fw.ltm_no,fw.tcode_no,fw.pnp_emul_no,fw.mdiv_yes,CCB_BUG,fw.all_other_no",soc.HWRS_2.0#,2023-02-04 11:51:59.357
22016634011,[DMR-CCB] Support for direct access to CXLRBBAR,rsiva,complete,,dmrhub-a0,1-showstopper,"fw.acode_no,fw.cbbpcode_no,fw.ltm_no,fw.ocode_no,fw.primecode_affecting,fw.mcheck_yes,DMR_SOC_CCB,fw.pss_yes,fw.bios_affecting,security_ccb,fw.bios_no,fw.acm_no,fw.primecode_no,IMH_CONSTRUCTION,CCB_BUG,SECPM_CHG,RECCB_NO_RELEASE_DATE,simics_yes,COE4SEC",soc.top,2023-02-07 11:37:19.677
22016660997,[DMR-CCB] SMB to use D2D virtual wires to save GPIO,akshays1,complete,,dmrhub-a0,2-high,"CCB_BUG,IMH_CONSTRUCTION,simics_no",soc.top,2023-02-10 23:59:06.913
22016669449,[DMR-CCB] - DMR D2D - UCIE Training (Phy Fuse Pulling),rrafiea,complete,,dmrhub-a0,1-showstopper,"pcode,BIOS,d2d,RESET,DMR CCB REQUIRED,CCB_BUG,fw.simics_yes",soc.fuse764#,2023-02-14 04:55:43.977
22016726897,primecode crashlog to add registers from GNR allowed list,aabdo,complete,,dmrhub-a0,2-high,fw.primecode_commit,soc.top,2023-03-01 11:34:24.437
22016739061,[DMR-CCB] TEE_ENABLE register addition on DMR,bganesa1,complete,,dmrhub-a0,2-high,"DMR CCB REQUIRED,fw.ucode_affecting,security_ccb,CCB_BUG,fw.primecode_affecting,simics_yes",soc.Ubox4.0#,2023-03-02 10:21:06.223
22016747562,[DMR-CCB]S5 and S0 Error log Collection,rrshah1,complete,,dmrhub-a0,2-high,"prod_arch RESET,IMH_CONSTRUCTION_P1,fw.simics_affecting,fw.pnp_emul_no,fw.mdiv_yes,fw.all_other_no,fw.s3m_commit,RTL1p0,CCB_FEATURE_EXT,EC2_CUTOFF,FV1,fw.s3m_complete",soc.S3M_3.0_FW#,2023-03-04 00:32:25.827
22016757342,[DMR-CCB] DMR: Disaggregate MMC FW (zCode) from unified patch,chwinste,complete,,dmrhub-a0,1-showstopper,"fw.ocode_affecting,fw.zcode_commit,fw.bios_yes,fw.s3m_yes,McheckAffecting,fw.ucode_no,fw.pss_yes,CCB_BUG,RTL0p5,fw.s3m_commit,simics_yes,UV2,fw.s3m_complete",soc.fw.zCode,2023-03-07 07:37:28.547
22016976390,[DMR-CCB] New BPK signal from DFx Security Aggregator to resume after boot halt for mixed debug scenarios,tparker1,complete,,dmrhub-a0,2-high,"CCB_BUG,fw.all_other_no,simics_no",soc.top,2023-03-17 23:24:40.630
22016991133,[DMR-CCB][dmrhub-a0]SOC Glue logic for S0 GPIOs,rrshah1,complete,,dmrhub-a0,2-high,"prod_arch RESET,IMH_CONSTRUCTION_P1,fw.simics_affecting,fw.bios_no,fw.zcode_no,fw.ucode_no,fw.ltm_no,fw.tcode_no,fw.pnp_emul_no,fw.mdiv_yes,fw.all_other_no,CCB_BUG",soc.top,2023-03-22 04:19:30.280
22017356892,DMR-CCB: Handling IntLog and IntPhy with Invalid Destination Socket ID,ssing18,complete,,dmrhub-a0,2-high,"fw.ltm_no,CCB_BUG,simics_yes,SOCVAL_IMH2_TI",soc.SCF_4.0#,2023-04-04 04:12:12.853
22017726433,JEDEC DDR5 Timings Tracking,halameer,complete,,dmrhub-a0,3-medium,,soc.DDR5C_Gen5_V1#,2023-04-07 03:42:52.917
22017859207,[DMR-CCB] MC Temperature registers need to be in private CR space,zgu2,complete,,dmrhub-a0,1-showstopper,"OSXML,CCB_BUG,fw.all_other_no,security_ccb,simics_yes",soc.DDR5C_Gen5_V1#,2023-04-11 05:08:12.180
22017893723,"DMR-IOMH : OCS Zeroing at secure policy changes other than 0 or 11, OCS to de-assert SCAN enable to SOC; SOC to gate scan when ocs_dfxsecure_scan_mode_en = 0.",mhuddart,complete,,dmrhub-a0,2-high,fw.all_other_no,soc.top.dft,2023-04-13 03:15:44.320
22017895893,[DMR-CCB] Updated buffer sizes from SCF/MIO area mitgations - MIO IPs,rsiva,complete,,dmrhub-a0,1-showstopper,"DMR-CCB,DMR_EC_FLP,CCB_BUG,PNP_EC,fw.all_other_no,RTL0p5,simics_no,VAL_REVIEW_PENDING",soc.top,2023-04-13 04:31:41.230
22017958902,[dmrhub-a0][DMR-CCB][ADR]Ensure Inflight txns from IOCA to LLC dont end up in Data pollution,rrshah1,complete,,dmrhub-a0,2-high,"prod_arch RESET,IMH_CONSTRUCTION_P1,fw.simics_affecting,fw.bios_no,fw.zcode_no,fw.ucode_no,fw.ltm_no,fw.tcode_no,fw.pnp_emul_no,fw.mdiv_yes,fw.primecode_affecting,fw.all_other_no,fw.ocode_no,CCB_BUG",soc.PrimeCode 2.0#,2023-04-19 02:00:15.960
22018081860,[DMR-CCB] Fix for RdDataMigratory,rsiva,complete,,dmrhub-a0,2-high,"PNP_PERF,CCB_FEATURE_INT,CCB_BUG,RECCB_FOR_SCHEDULE,simics_no",soc.SCF_4.0#,2023-04-27 05:06:20.507
22018308417,[DMR-CCB] CEE registers mapping through Ubox Fixed MMIO BAR,bganesa1,complete,,dmrhubmax-a0,2-high,"CCB_BUG,SECURITY_SAI_REGPOLICY,fw.all_other_no,RTL0p8,simics_no,vt.hiop,PSS_US4,POC_HIOP",soc.top,2023-05-25 22:31:06.743
22018386419,[DMR-CCB] Multi-socket recovery improvement through mix and match of CBB ID,pmarcant,complete,,dmrhubmax-a0,2-high,"fw.all_other_no,CCB_BUG,RTL0p8A,simics_no,EC2_CUTOFF,IMH1_2S_defer,vt.coherency,PSS_US4,POC_COH",soc.SCF_4.0#,2023-06-05 19:50:37.463
22018506492,[DMR-CCB] Performance Isolation Mode,refaber,complete,,dmrhub-a0,2-high,"BIOS_Affect,MCHECK,CCB_FEATURE_EXT,RTL08A,fw.mcheck_yes,simics_yes,EC2_CUTOFF,imhd_fw_impact",soc.SCF_4.0#,2023-06-29 01:41:01.817
22018550396,[DMR-CCB] DMR 64C CBB,rrafiea,complete,,dmrhub-a0,1-showstopper,"MCHECK,CCB_FEATURE_EXT,MCP0p5,simics_yes,EC2_CUTOFF",platform.mcheck,2023-07-11 22:33:40.737
22018676476,[DMR-CCB] ADR B2P change based on DMR HW cache flush for IMH and CBB,rrshah1,complete,,dmrhub-a0,2-high,"CCB_BUG,TR_WW20,fw.bios.SecurityIDE.NoImpact,fw.bios.security_no,EC2_NEED_RESOLUTION,fw.primecode_affecting,CBB,EC2_CUTOFF,WW43'23,fw.simics_yes,IMH1_2S_Phase2b",soc.PrimeCode 2.0#,2023-08-05 03:02:58.500
22018779551,Add SAFE_MODE Register Write to ISA Register Programming in Phase 5,ejdehaem,complete,,dmrhub-a0,3-medium,,soc.PrimeCode 2.0#,2023-08-29 22:00:29.330
22018805334,[DMR-CCB] 100R Bandwidth Scaling,bjung,complete,,dmrhub-a0,2-high,"EC2_CUTOFF,WW43'23,RTL0p8B,CCB_BUG,simics_no",soc.UCIE_D2D_Adapter_1.0#,2023-09-06 02:10:05.453
22018835154,[DMR-CCB] IO targets to be configured by Primecode,sungkwan,complete,,dmrhub-a0,1-showstopper,"fw.primecode_affecting,EC2_CUTOFF,WW43'23,RTL0p8B,CCB_BUG,fw.simics_yes,primecode_affected,Simics_Int_Discovery,FWonly",soc.PrimeCode 2.0#,2023-09-14 04:46:32.180
22018890048,CRO PLL early boot debug,mhuddart,complete,,dmrhub-a0,2-high,,soc.ljpll-gen3.5-p1276-dmr-a0#,2023-09-26 02:50:27.817
22018925528,[DMR-CCB] PMAX calibration error not connected to RA and RA not signaling RSRC_ERR to Punit,tparker1,complete,,dmrhub-a0,2-high,"CCB_BUG,TR_WW20,fw.bios.SecurityIDE.NoImpact,fw.bios.security_no,EC2_NEED_RESOLUTION,IMH1_2S_Phase1,0p5b,simics_no,POC_PM_NOHARM",soc.RA_2.0#,2023-10-04 01:08:32.110
22018950257,[DMR-CCB] ioapic_target to be programmed by Primecode,djkurian,complete,,dmrhub-a0,1-showstopper,"CCB_BUG,RTL0p8B,EC2_CUTOFF,WW43'23,fw.simics_yes,FWonly",soc.PrimeCode 2.0#,2023-10-10 23:57:43.377
22018989156,[DMR-CCB] Limit PCIe Multicast Support in HIOP to a single P2P destination + DRAM,rsiva,complete,,dmrhub-a0,2-high,"CCB_DESCOPE,simics_yes",soc.HIOP_Agent_4.0_IP#,2023-10-19 04:32:08.763
22018999015,Increase in SFI.IOMMU buffers due to updates in modeling of credit loops for SFI interface,egeisler,complete,,dmrhub-a0,2-high,"DMR-CCB,DMR_EC_FLP,CCB_BUG,PNP_EC,COE4UIO_DRVR,fw.all_other_no,RTL0p5,simics_no",soc.top,2023-10-21 02:46:09.890
22019033322,[DMR-CCB] Eliminate support for Inbound DMWr and P2P PCIe AtomicOp,rsiva,complete,,dmrhub-a0,2-high,"CCB_DESCOPE,simics_no",soc.HIOP_Agent_4.0_IP#,2023-10-27 23:22:46.367
22019066009,[DMR-CCB] PMAX Quick hard Throttle Simplification,tparker1,complete,,dmrhub-a0,2-high,"fw.primecode_yes,CCB_BUG,simics_no",soc.pmax sip 4.2#,2023-11-04 03:00:22.577
22019072440,[DMR-CCB][DMR D2D] [DMR PrimeCode]PrimeCode/Pcode need to program TX_PARAM register in ULA_D2D,ejdehaem,complete,,dmrhub-a0,2-high,"imhd_soc_construction,CCB_BUG,simics_yes,FWonly",soc.PrimeCode 2.0#,2023-11-07 06:52:24.107
22019074410,[DMR-CCB] Enhanced-Broadcast: Discoveries/spec misses from paranoia reviews,bganesa1,complete,,dmrhub-a0,2-high,"DMR_PROD_BUG,ARCH_SPEC_CHANGE,CCB_BUG,simics_no",soc.PrimeCode 2.0#,2023-11-07 22:30:22.820
22019199207,[DMR][Change Request-Enhancement] HPM ADR message reformat,ejdehaem,complete,,dmrhub-a0,3-medium,fw.pcode_yes,soc.PrimeCode 2.0#,2023-12-12 06:10:03.667
