id,title,owner,status,reason,release,priority,tag,component,submitted_date
22019199474,[DMR-CCB] Configurability of Standard vs Latency-Optimized flits in UXI,rsiva,complete,,dmrhubmax-a0,2-high,"CCB_DESCOPE,primecode_affected,simics_yes,vt.coherency,POC_UXI",soc.IP_FxB_Logphy_4.0_Host_8X16#,2023-12-12 07:09:13.157
22019276664,[DMR-CCB] Formally ZBB Unordered IO support in DMR HIOP IP,rsiva,complete,,dmrhub-a0,2-high,"CCB_DESCOPE,simics_no",soc.CPG PCIe6 Controller 8p (DMR)#,2024-01-03 22:06:56.747
22019280523,[DMR-CCB] CRC inversion can result in aliasing when bits are corrupted.,bjung,complete,,dmrhub-a0,1-showstopper,"CCB_BUG,simics_no",soc.UCIE_D2D_Adapter_1.0#,2024-01-04 04:16:57.000
22019378365,[DMR-CCB] Add a BIOS boot option DFxEnableCapInj to program additional cycle in scheduler for HW CAP error injection,aaronpen,complete,,dmrhub-a0,3-medium,"BIOS_KNOB,simics_no,CCB_FEATURE_INT",platform.bios,2024-01-20 04:48:24.463
22019380095,"[DMR-CCB][Request-DFX] Add CXL DFx BIOS Knob to validate ""Memory_Interleave_Granularity_HB "" for CXL Memory Interleaved regions only - Low Order IG",asampat1,complete,,dmrhub-a0,3-medium,"CCB_FEATURE_INT,BIOS_KNOB,simics_no,FWonly,COE4POSTSI",platform.bios,2024-01-20 06:05:19.607
22019393544,[DMR-CCB] BPK register to set initial TAP TMS state when enabling JTAG access to CLTAP,kwokc,complete,,dmrhub-a0,1-showstopper,"CCB_BUG,DMR_AF_DFD,simics_no",soc.DFD_BPK_2.1#,2024-01-24 01:14:35.683
22019471466,[DMR-CCB] CRS TGR Ingress sizes need growth,sungkwan,complete,,dmrhub-a0,2-high,"CCB_BUG,simics_no",soc.SCF_4.0#,2024-02-12 19:50:32.410
22019492926,[DMR-CCB] Officially drop PCIe RP VC1 support from DMR,rsiva,complete,,dmrhub-a0,2-high,"CCB_DESCOPE,simics_no",soc.CPG PCIe6 Controller 8p (DMR)#,2024-02-16 09:06:08.220
22019523499,[DMR-CCB] Add required BIOS support for core C-states,jmattapa,complete,,dmrhub-a0,2-high,"CCB,CCB_BUG,simics_yes",platform.bios,2024-02-23 22:33:42.920
22019548425,"[DMR-CCB] LPIF 2.0 rev1.1 Errata to support L0p, DRS, and new PCIe interrupts",rsiva,complete,,dmrhub-a0,1-showstopper,"CCB_BUG,simics_yes",soc.CPG PCIe6 Controller 8p (DMR)#,2024-03-01 02:07:22.200
22019571016,[DMR IMH] Request to add VCCIN pin to the left edge of the FIVR for ease of integration,dslukian,complete,,dmrhub-a0,3-medium,,soc.DC_FIVR_4.0_i3_V1#,2024-03-06 07:28:03.353
22019663855,[DMR-CCB] [HDC] DFX Bios knob for Read Dq Coarse Flow change,ombecerr,complete,,dmrhub-a0,3-medium,"BIOS_Knob,CCB_FEATURE_INT,simics_no",platform.bios,2024-03-21 22:53:10.290
22019677291,[DMR-CCB] AKC Credit Merging to reach 100R bandwidth targets,jdchambe,complete,,dmrhub-a0,2-high,"CCB_BUG,simics_no",soc.SCF_4.0#,2024-03-23 04:10:00.353
22019772639,"[DMR-CCB] Buttress not compliant with patch load improvements (GET_PATCH, PATCH_LOAD complete messages) defined in HSD 13010255963",rrshah1,complete,,dmrhub-a0,2-high,"CCB_BUG,simics_yes,fw.s3m_commit,FV1,fw.s3m_complete",soc.S3M_3.0_FW#,2024-04-03 00:04:36.570
22019809285,[DMR-CCB] CMS needs to have independent TGR ring scheduler and drop port configuration,refaber,complete,,dmrhub-a0,2-high,"CCB_BUG,simics_no",soc.SCF_4.0#,2024-04-05 03:42:36.733
22019817961,[DMR] DDRIO IP remove OOB_MSM_SAI and HOSTIA_BOOT from  DDRIO_MEMIO_BOOT_WAC_AGENT,zgu2,complete,,dmrhub-a0,3-medium,,soc.DDR5PHY_4.0_1276e#,2024-04-05 22:03:33.367
22019822024,[DMR-CCB][FBLP] : Adaptive TxEq stage 2 (ftype=3) is not supported for Gen6 operation,emlee,complete,,dmrhub-a0,2-high,"CCB_BUG,simics_no",soc.IP_FxB_Logphy_4.0_Host_8X16#,2024-04-06 02:39:23.153
22019822796,[DMR-CCB] Add CMS/CRS MCG_CONTAIN register to Enhanced Broadcast,jbbentle,complete,,dmrhub-a0,1-showstopper,"simics_yes,CCB_BUG",soc.PrimeCode 2.0#,2024-04-06 03:11:23.617
22019825355,[DMR-CCB] Add ability to disable PCIe Gen6 RP from advertising Merged Credits (Rx side only),rsiva,complete,,dmrhub-a0,2-high,"CCB_FEATURE_EXT,CCB_BUG,simics_no",soc.CPG PCIe6 Controller 8p (DMR)#,2024-04-06 05:40:59.467
22019846441,[DMR-CCB] IOMMU performance fixes,rsiva,complete,,dmrhub-a0,1-showstopper,"CCB_BUG,simics_no,COE4PERF",soc.IOMMU_Server_5.0#,2024-04-09 05:33:19.277
22019955494,[DMR-CCB] HAMVF Handling of Cross-Product of Memory Security and 2LM,zgu2,complete,,dmrhubmax-a0,2-high,"CCB_BUG,simics_no,security_ccb,vt.security,PSS_US3,POC_MEM",soc.SCF_4.0#,2024-04-23 00:12:50.403
22020013606,[DMR-CCB] Restore select memory RAS capabilities to Single DIMM mode (Val only feature),atuljosh,complete,,dmrhub-a0,2-high,"simics_yes,CCB_FEATURE_EXT",soc.top,2024-05-01 04:24:15.473
22020014992,[DMR-CCB] Fix InvItoM UXI.CMB HDM-DB bug,spadwal,complete,,dmrhub-a0,2-high,"CCB_BUG,simics_no",soc.SCF_4.0#,2024-05-01 05:41:15.537
22020029740,[DMR-CCB] Leucadia B0 will not support/implement L0p feature,ppshah,complete,,dmrhub-a0,1-showstopper,"CCB_DESCOPE,COE4PM",soc.top,2024-05-03 21:19:26.703
22020056404,[DMR-CCB][DMR-IMH2]SCF UBR Staging Buffer Increases,jtholiyi,complete,,dmrhubmax-a0,2-high,"simics_no,vt.ptp,CCB_BUG,POC_PTP",soc.SCF_4.0#,2024-05-10 10:43:46.917
22020056531,[DMR-CCB][DMR-IMH2]SCF CRS IVGO TGR ingress size growth by 42%,jtholiyi,complete,,dmrhubmax-a0,2-high,"simics_no,RF_change,SD_RF_change_eval_done,vt.ptp,CCB_BUG,POC_PTP",soc.SCF_4.0#,2024-05-10 11:18:17.657
22020090877,[DMR-CCB] IOSF2SFI needs to allow P2P Requests/messages to Legacy stack even if the request has OHC-C with sub-stream ID = 000 or 001,rsiva,complete,,dmrhub-a0,2-high,"CCB_BUG,simics_no",soc.IOSF2SFI_PIC#,2024-05-21 18:47:44.537
22020195533,PCR for LJPLL to assess feasibility of moving to PDK1.1.1 for DMR TI,lksun,complete,,dmrhub-a0,2-high,,soc.ljpll-gen3.5-p1276-dmr-a0#,2024-06-18 05:07:13.743
22020195573,PCR for FUSE HIP to assess feasibility of moving to PDK1.1.1 for DMR TI,sahutchi,complete,,dmrhub-a0,2-high,,soc.fuse764#,2024-06-18 05:09:30.147
22020195952,PCR for PMAX HIP to assess feasibility of moving to PDK1.1.1 for DMR TI,ldvu1,complete,,dmrhub-a0,2-high,,soc.pmaxgen6cbb p1276.4 opt4#,2024-06-18 05:39:44.343
22020316269,[DMR-CCB] Support for DDIO flows for CXL.$ write transactions,pabraham,complete,,dmrhubmax-a0,2-high,"fw.mcheck_affecting,CCB_BUG,simics_yes,COE4MIO,SOCVAL_IMH2_TI,vt.cxl,POC_CXL",soc.SCF_4.0#,2024-07-26 03:06:40.760
22020382762,[DMR-CCB] DMR IMH - S3M FW to account for repeater flops while capturing timestamp over Ingress/egress alert wires from SB2UCIe during D2D 1588,rrshah1,complete,,dmrhub-a0,2-high,"fw.s3m_cloned,fw.s3m_commit,FV4,CCB_BUG,simics_yes,fw.s3m_complete",soc.S3M_3.0_FW#,2024-08-15 03:21:38.147
22020432134,[DMR-CCB][DMR-SP] HIOP buffer sizing for IMH2+IOH config,mmandviw,complete,,dmrhubmax-a0,1-showstopper,"CCB_BUG,simics_no,vt.ptp,POC_PTP",soc.HIOP_Agent_4.0_IP#,2024-08-28 21:16:04.850
22020489472,[DMR-CCB]Disable UXI link in 2x1S  in Reset PH5 using Power On Straps,ssmahade,complete,,dmrhubmax-a0,2-high,"simics_yes,vt.uxi,PSS_US2,CCB_FEATURE_EXT,POC_UXI",soc.PrimeCode 2.0#,2024-09-19 09:20:40.270
22020732361,[DMR-CCB] UXI L0p support,sshrimal,complete,,dmrhubmax-a0,1-showstopper,"PnP,PNP_POWER,fw.tcode_no,fw.ocode_affecting,DMR_AF_Sustainability,fw.zcode_no,fw.ucode_no,fw.xucode_no,fw.pnp_emul_affecting,fw.bios_affecting,fw.acode_no,fw.cbbpcode_no,fw.mdiv_yes,fw.mdiv_affecting,fw.mcheck_no,CCB_BUG,fw.primecode_commit,fw.ltm_no,fw.ocode_no,vt.uxi,PSS_US4,simics_yes,COE4PM,POC_UXI",soc.UXI_LinkAgent_UIO_1.0#,2024-12-12 01:29:18.927
22020842303,[DMR-CCB] Provide Separate vGPIO TX lock support,jkaur1,complete,,dmrhub-a0,2-high,"S3M_FW,simics_no,fw.s3m_commit,NO_SOC_VAL,CCB_A0_post-PO,CCB_FEATURE_EXT,fw.s3m_complete",soc.S3M_3.0_FW#,2025-01-15 22:09:30.673
22021057664,chicken bit to disable CRUX NoC spine clock gating in IMH2,jtholiyi,complete,,dmrhubmax-a0,2-high,"vt.hiop,POC_HIOP_NOHARM",soc.top,2025-03-21 05:32:50.950
22021072086,[DMR-CCB] Add 2SPC/1DPC MRDIMM support to DMR 16ch (AP),halameer,complete,,dmrhub-a0,2-high,"SIMICS_YES,CCB_FEATURE_EXT",soc.fw.zCode,2025-03-26 22:09:10.803
22021139086,[DMR IMH2] VCCVNN pin from RCLK for soc power connectivity,rradicel,complete,,dmrhubmax-a0,2-high,,soc.RCLK50_p1276.4 opt4#,2025-04-11 05:01:59.213
22021320789,[DMR-CCB] Flexible AMAP programming for optimal IO/Core bandwidth and latency,dghosh3,complete,,dmrhubmax-a0,2-high,"simics_yes,CCB_A0_post-PO,CCB_FEATURE_EXT,POC_MEM",platform.bios,2025-06-22 12:37:44.517
22021454734,[DMR-CCB] OKS SGX Scope reduction - Limit DMR PRQ to SGX Legacy Attestation only,vjannepa,complete,,dmrhub-a0,2-high,"X-Gen CCB Ready,Cost_Saving,Feature_Reduction,Scope_Reduction,SOCVAL_IMH2_TI,CCB_DESCOPE,simics_no",soc.S3M_3.0_FW#,2025-08-02 00:19:06.727
22021454826,[DMR-CCB] [Google Request] Add 2U MRDIMM 4Rx4 128GB (16Gb) and 192GB (24Gb) as POR,dlstuart,complete,,dmrhub-a0,2-high,"Tech_Review_Approved_05022025,GDC_MEM_COE,Biz_approved_CCB_06242025,X-Gen CCB Ready,Google,XPIV_SS_MEM,Market_Landscape,CleanUp,Feature_Enhancement,simics_yes,CCB_FEATURE_EXT,dmrrs_rejected",soc.top,2025-08-02 00:28:59.937
22021454871,[DMR-CCB] CCB Request from Lenovo for DMR-AP 16 channels RDIMM – add 2DPC 2Rx4 64GB in 4S,dlstuart,complete,,dmrhub-a0,2-high,"Tech_Review_Approved_06182025,X-Gen CCB Ready,Biz_Approved_CCB_06252025,PAIV_XPIV_SS_MEM_DDR,Market_Landscape,Feature_Correction,Regression,Simics_yes,CCB_FEATURE_EXT,dmrrs_rejected",soc.top,2025-08-02 00:45:39.380
22021507562,[DMR-CCB] Change Psys PWR_UNIT to 1W (from 1/8W),schen6,complete,,dmrhubmax-a0,2-high,"Tech_Review_Approved_07162025,Biz_Approved_CCB_07162025,X-Gen CCB Ready,simics_yes,CCB_FEATURE_EXT,COE4PM,NO_SOC_VAL,POC_PM",soc.PrimeCode 2.0#,2025-08-20 06:10:44.987
22021509777,Enhancement to Bare Metal Boundary Scan feature to include HWRS export of Boot complete status indication,wli61,complete,,dmrhubmax-a0,2-high,,soc.HWRS_2.0#,2025-08-21 04:06:12.523
22021511034,RCLK i_ext_clk_out_dig driver change to support Bare Metal Boundary Scan feature,rradicel,complete,,dmrhubmax-a0,3-medium,,soc.top.clk,2025-08-21 19:56:38.533
22021538342,[DMR-CCB] [SysDebug FWD][X1 A0 PO] Getting UR from HIOP primary access due to overlapping decoders,tthomas1,complete,,dmrhubmax-a0,2-high,"SysDebugCloned,simics_yes,CCB_BUG,POC_HIOP",soc.HIOP_Agent_4.0_IP#,2025-09-02 21:48:07.600
22021585188,"[DMR-CCB] Release GNR NNPID POC IFWI officially to DMR, incrementally improve PID with NNPID for RAPL and Thermal  control loops",bquerbac,complete,,dmrhub-a0,2-high,"CCB_LEGACY,simics_no,COE4PM,UP_DMR_A0_80000990_DBGSIGNED,POC_PTP_NOHARM",soc.PrimeCode 2.0#,2025-09-18 02:58:12.453
22021696192,[DMR-CCB]OKS CCB: removing some lower DDR5 speed rates from POR,dlstuart,complete,,dmrhubmax-a0,3-medium,"Biz_Approved_CCB_10172025,Tech_Review_Approved_10172025,CCB_DESCOPE,simics_no,POC_MEM,dmrrs_rejected",platform.bios,2025-10-22 00:30:33.113
22022147583,"DMR - A noisy neighbor configuration could cause electrical failures in the Core, resulting in violations of the PVP Table.",imelamed,complete,,dmrhub-a0,1-showstopper,,soc.top,2026-03-03 01:28:00.690
